,purpose_en,start_date,end_date,destination_en,airfare,other_transport,lodging,meals,other_expenses,total,additional_comments_en
63873,"Presiding over Change of Command of Commander 1 Health Service Group. And Visit CFHS Units CFB Winniepg, CFB Edmonton, CFB Cold Lake.",2022-08-14,2022-08-20,"Canadian Forces Base (cfb) Edmonton, Cfb Cold Lake, Cfb Winnipeg",1653.28,84.71,360.0,720.0,0.0,2817.99,"Base Rations and Quarters (R&Q) used throughout.
Transport: Commercial Flight (Economic)/Rental Car"
63874,"Visit CFHS Units Candian Forces Base (CFB) Edmonton, CFB Cold Lake. Also presided National CAF Slow-Pitch competition as Delegated CAF Sport's Patreon. ",2022-09-19,2022-09-23,"Cfb Edmonton, Cfb Cold Lake",1153.0,455.93,240.0,520.0,0.0,2368.93,"Base Rations and Quarters (R&Q) used throughout.
Transport: Commercial Flight (econimic)/Rental Car
Total cost shared: National Slow-Pitch organization agreed to share 50% of costs listed at total amount."
63882,Family Medicine Forum,2022-11-08,2022-11-11,"Toronto, Canada",316.54,77.33,913.13,128.2,52.5,1487.7,other transportation is taxi. Other expenses are airport parking and coat check at reception dinner in Toronto
63886,Local travel for in-person meeting,2022-12-08,2022-12-08,Ottawa (ontario) Canada,0.0,39.56,0.0,0.0,0.0,39.56,parking and mileage
63887,Local travel for in-person meeting,2022-12-09,2022-12-09,Ottawa (ontario) Canada,0.0,41.81,0.0,0.0,0.0,41.81,parking and mileage
63888,Local travel for in-person meeting,2022-12-12,2022-12-12,Ottawa (ontario) Canada,0.0,47.06,0.0,0.0,0.0,47.06,parking and mileage
63896,Various meetings within Ottawa,2023-01-12,2023-02-13,"Ottawa, Ontario, Canada",0.0,201.25,0.0,0.0,0.0,201.25,"Parking Charges
"
63897,Various meetings within Ottawa,2023-01-10,2023-01-31,"Ottawa, Ontario, Canada",0.0,117.0,0.0,0.0,0.0,117.0,"Parking Charges
"
63898,"MTEC for attending meetings at the NDHQ Pearkes or at other locations in the downtown core i.e. stakeholder's, Hill, mess.",2023-01-06,2023-01-27,"Ottawa, Ontario, Canada",0.0,222.5,0.0,0.0,0.0,222.5,Parking at the Rideau Centre (Vinci Parking)
63899,Parking and Mileage for Pearkes meetings.,2023-01-17,2023-01-30,"Ottawa, Ontario, Canada",0.0,94.38,0.0,0.0,0.0,94.38,Parking and mileage
63906,Local travel for in-person meeting,2023-01-19,2023-02-21,Ottawa (ontario) Canada,0.0,36.6,0.0,0.0,0.0,36.6,parking and mileage
63907,Local travel for in-person meeting,2023-01-30,2023-02-22,Ottawa (ontario) Canada,0.0,36.6,0.0,0.0,0.0,36.6,parking and mileage
63966,To conduct site visits and meet with ADMIE staff to gain a better understanding of key infrastructure issues and the related operational and and training and challenges.,2023-01-30,2023-02-01,"Kanata, Ottawa, Halifax, Ottawa, Kanata",570.42,87.24,0.0,257.05,63.28,977.99,Autres dépenses: Extra baggage and seat selection
63969,Attend Civilian and Military Health Research Conference and Naitonal Slow Pitch Competition in Halifax as CAF Sport's Patreon,2022-10-14,2022-10-19,"Halifax, Ns",0.0,432.25,1427.27,399.1,0.0,2258.62,"Venue booked/conducted for all particiapants at Hotel
Commercial Flight covered by separate organization 
Other Transportation: Rental Car"
63976,Attend the Deputy Arctic Chiefs of Defence meeting,2023-01-23,2023-01-27,"Ottawa (ontario) Canada, Toronto (ontario) Canada, London United Kingdom, Copenhagen Denmark, Frankfurt Germany, Montréal (quebec) Canada",9632.01,201.11,823.78,639.06,0.0,11295.96,"Stops in Toronto, London (UK), and Montreal were for connecting flights"
63978,"To attend DPR Engagements with the Defence Minister's office in Toronto, ON.",2022-01-11,2022-01-13,"Toronto, Ontario, Canada",867.44,235.43,493.58,313.4,0.0,1909.85,"
Airfare was covered by credits.
Other transporation - Taxis in Toronto, parking at the Ottawa airport, and PMC to/from one way only."
64199,Walk-through of research facility in Toronto,2022-06-15,2022-06-17,Toronto,0.0,82.0,327.0,227.0,27.0,663.0,N/A 
64202,CPCC Consultation on culture with Gagetown and Halifax NS staff and CAF members,2023-01-23,2023-01-27,"Fredericton, Oromocto, Halifax, Nova-scotia, Canada",0.0,0.0,298.0,222.75,0.0,520.75,Base lodging was used/charged but never with sales tax
64480,"Reception in honor of the Secretary General of La Francophonie. Invitation received from The Honorable Mélanie Joly, Minister of Tourism, Official Languages and La Francophonie.",2019-06-11,2019-06-12,"Ottawa, Ontario,canada",0.0,262.58,351.38,17.3,0.0,631.26,ANQ991993
64481,Trip Cancelled-Management Meetings,2019-06-05,2019-06-07,"Montréal, Quebec, Canada",437.05,0.0,0.0,0.0,0.0,0.0,ANQ919514
64482,Meeting at Canadian Heritage,2019-07-08,2019-07-08,"Ottawa, Ontario,canada",0.0,228.94,0.0,0.0,0.0,228.94,ANQ903733
64484, Local expenses for July 2019,2019-07-01,2019-07-30,"Montréal, Quebec, Canada",0.0,85.5,0.0,0.0,0.0,85.5,ANQ931379
64485,Trip to Montreal for Senior Management meeting and staff forums,2019-07-09,2019-07-09,"Montréal, Quebec, Canada",600.9,54.43,0.0,91.25,0.0,746.58,ANQ915548
64487,Trip to Montreal for staff evaluations and senior management retreat,2019-07-02,2019-07-05,"Montréal, Quebec, Canada",267.81,274.19,528.36,413.7,0.0,1484.06,ANQ959271
64491,Meeting with NFB Board of Trustees Vice-Chairperson,2019-08-16,2019-08-16,"Ottawa, Ontario, Canada",0.0,201.96,0.0,0.0,0.0,201.96,ANQ905961
64492,Trip to Montreal for Strategic plan and organizational planning meetings,2019-07-15,2019-07-17,"Montréal, Quebec, Canada",490.16,191.67,352.24,325.65,0.0,1359.72,ANQ929619
64493,Trip to Montreal for internal meetings.,2019-07-22,2019-07-26,"Montréal, Quebec, Canada",684.52,296.9,842.52,471.6,0.0,2295.54,ANQ982662
64494,Trip to Montreal for internal meetings.,2019-08-13,2019-08-14,"Montréal, Quebec, Canada",490.16,115.9,176.12,217.1,0.0,999.28,ANQ905109
64497,Trip to Montreal for internal meetings.,2019-08-26,2019-08-30,"Montréal, Quebec, Canada",434.79,358.05,704.48,542.75,0.0,2040.07,ANQ904674
64498,Trip to Montreal for internal meetings. Cancelled.,2019-09-03,2019-09-04,"Montréal, Quebec, Canada",424.62,0.0,0.0,0.0,0.0,424.62,ANQ962587-trip cancelled
64499,Trip to Montreal for move and internal meetings.,2019-09-16,2019-09-18,"Montréal, Quebec, Canada",491.78,133.46,421.26,275.0,0.0,1321.5,ANQ964777
64500,Trip to Montreal for internal meetings.,2019-09-23,2019-09-25,"Montréal, Quebec, Canada",222.61,113.03,352.24,285.05,0.0,972.93,ANQ969932
64503,Trip to Montreal for internal meetings.,2019-08-19,2019-08-23,"Montréal, Quebec, Canada",545.53,299.21,528.36,413.7,0.0,1786.8,ANQ949555
64504,Meeting with: The Canadian Media Producers Association (CMPA) - The Director Guild of Canada (DGC) - The Documentary Organization of Canada (DOC) and the International Immersive Research and Innovation Symposium UK/Canada (CMF),2019-09-03,2019-09-06,"Toronto, Ontario, Canada",413.89,240.61,652.23,285.05,0.0,1591.78,ANQ990750
64505,"Premiere of the latest film of Alanis
Obomsawin at TIFF and NFB meetings.",2019-09-09,2019-09-10,"Montréal, Quebec, Canada",610.5,175.25,233.86,151.7,0.0,1171.31,ANQ906741
64506,"Rencontre des chefs d’agences du portefeuille, Patrimoine canadien",2019-09-30,2019-09-30,"Ottawa, Ontario, Canada",178.21,56.28,0.0,0.0,0.0,234.49,ANQ962746
64507, Local expenses for September 2019,2019-09-01,2019-09-30,"Montréal, Quebec, Canada",0.0,105.0,0.0,0.0,0.0,105.0,ANQ931379
64508,"Toronto:Working session with the DG of Creation & Innovation/ Halifax: Ceremony for honorary degree to Selwyn Jacob, Dalhousie University / Winnipeg: Meeting with a representative of the Aboriginal Peoples Television Network (APTN).",2019-10-07,2019-10-09,"Toronto, Ontario, Canada / Halifax, Nova Scotia, Canada / Winnipeg, Manitoba, Canada",1768.07,350.1,434.02,217.6,0.0,2769.79,ANQ944628
64509,Trip to Montreal for Board of Trustees and internal meetings.,2019-09-30,2019-10-04,"Montréal, Quebec, Canada",490.16,124.11,704.48,380.95,0.0,1699.7,ANQ955834
64510,Trip to Montreal for internal meetings.,2019-10-10,2019-10-11,"Montréal, Quebec, Canada",59.04,111.33,176.12,146.7,0.0,493.19,ANQ910176
64512,"Meetings of the Finance & Audit Committee, the Ethics, Governance & HR Committee and the Board of Trustees.",2019-09-30,2019-10-04,"Montréal, Quebec, Canada",0.0,1038.48,947.28,304.05,0.0,2289.81,ANQ927243
64513,"Meetings of the Finance & Audit Committee, the Ethics, Governance & HR Committee and the Board of Trustees.",2019-10-01,2019-10-04,"Montréal, Quebec, Canada",0.0,211.83,710.46,162.15,0.0,1084.44,ANQ987421
64514,"Meetings of the Finance & Audit Committee, the Ethics, Governance & HR Committee and the Board of Trustees.",2019-10-01,2019-10-04,"Montréal, Quebec, Canada",792.85,185.92,710.46,215.55,0.0,1904.78,ANQ922282
64516,"Meeting with a representative of the Ryerson University, meeting with Toronto employees and Director's Guild of Canada Awards Gala (DGC).",2019-10-24,2019-10-27,"Toronto, Ontario, Canada",574.87,118.0,948.39,143.15,0.0,1784.41,ANQ905227
64517,"Portfolio Heads meeting, Canadian
Heritage",2019-10-28,2019-10-28,"Ottawa, Ontario, Canada",0.0,175.89,0.0,0.0,0.0,175.89,ANQ931379
64518, Local expenses for October 2019,2019-10-01,2019-10-31,"Montréal, Quebec, Canada",0.0,37.0,0.0,0.0,0.0,37.0,ANQ931698
64519,Trip to Montreal for internal meetings.,2019-10-30,2019-10-31,"Montréal, Quebec, Canada",600.9,185.2,176.12,217.6,0.0,1179.82,ANQ979046
64520,Trip to Montreal for internal meetings.,2019-11-05,2019-11-06,"Montréal, Quebec, Canada",465.3,140.24,257.04,167.05,0.0,1029.63,ANQ992185
64521,Trip to Montreal for internal meetings.,2019-11-12,2019-11-14,"Montréal, Quebec, Canada",490.16,114.54,311.78,306.05,0.0,1222.53,ANQ970244
64522,"Working session with René Bourdages (DG, Creation & Innovation)  for strategic planning",2019-10-16,2019-10-16,"Toronto, Ontario, Canada",555.31,55.76,0.0,91.5,0.0,702.57,ANQ122890
64523,"Meetings of the Finance & Audit Committee, the Ethics, Governance & HR Committee and the Board of Trustees.",2019-10-01,2019-10-04,"Montréal, Quebec, Canada",1606.0,194.55,947.28,324.4,0.0,3072.23,ANQ930425
64524,Director's Guild of Canada  (DGC) Awards Gala,2019-10-26,2019-10-27,"Toronto, Ontario, Canada",686.19,16.0,0.0,70.9,0.0,773.09,ANQ959807
64525,Work meetings and screening of “MARGRET ATWOOD: A Word after a Word after a Word is Power”.,2019-11-07,2019-11-08,"Toronto, Ontario, Canada",526.57,126.25,280.87,108.8,0.0,1042.49,ANQ960543
64526,"Travel to Toronto for a meeting with the Doc Channel Partnership. The portion of this trip to Mexico City has been
canceled.",2019-11-29,2019-11-29,"Toronto, Ontario, Canada",1798.69,105.0,0.0,0.0,0.0,1903.69,ANQ916604
64527, Local expenses for November 2019.,2019-11-01,2019-11-30,"Montréal, Quebec, Canada",0.0,99.5,0.0,0.0,0.0,99.5,ANQ931379
64528,Work meeting at Canadian Heritage.,2019-12-02,2019-12-02,"Ottawa, Ontario, Canada",0.0,231.04,0.0,0.0,0.0,231.04,ANQ922860
64529,"Meeting with the
new Minister of Canadian Heritage.",2019-12-11,2019-12-11,"Ottawa, Ontario, Canada",0.0,368.53,0.0,0.0,0.0,368.53,ANQ907976
64530,Meeting of the Telefilm's Assembly. Meeting of the Canadian Retransmission Collective. Meeting with Toronto NFB's staff,2019-12-16,2019-12-18,"Toronto, Ontario, Canada",839.32,177.0,491.24,197.0,0.0,1704.56,ANQ956890
64531, Local expenses for December 2019.,2019-12-01,2019-12-31,"Montréal, Quebec, Canada",0.0,50.61,0.0,0.0,0.0,50.61,ANQ931379
64532,"Meetings as part of the consultation for the NFB's Strategic Plan, with creators and the industry.",2020-01-14,2020-01-16,"Winnipeg, Manitoba, Canada",981.71,131.0,325.96,268.15,0.0,1706.82,ANQ916478
64533,Trip to Vancouver for internal meetings.,2019-12-04,2019-12-05,"Vancouver, British Columbia, Canada",901.99,183.56,175.09,217.6,0.0,1478.24,ANQ987685
64535,"Meeting of the Heads of Portfolio Agencies, Canadian
Heritage.",2020-01-27,2020-01-27,"Ottawa, Ontario, Canada",0.0,295.14,0.0,0.0,0.0,295.14,ANQ952242
64537,"Meeting of the Heads of Portfolio Agencies, Canadian
Heritage.",2020-02-03,2020-02-03,"Ottawa, Ontario, Canada",0.0,237.0,0.0,0.0,0.0,237.0,ANQ917695
64539,Cross-country tour: Meetings as part of the consultation for the strategic plan with creators and the industry.,2020-01-14,2020-01-16,"Winnipeg, Manitoba, Canada",1009.31,51.55,372.86,285.45,0.0,1719.17,ANQ916601
64541,Meeting of the Canadian Retransmission Collective,2020-02-05,2020-02-05,"Toronto, Ontario, Canada",503.57,117.0,0.0,0.0,0.0,620.57,ANQ956442
64543,"Meeting at the NFB studio and with a
representative of Indigenous Screen Office",2020-02-25,2020-02-25,"Toronto, Ontario, Canada",526.57,121.0,0.0,70.9,0.0,718.47,ANQ994216
64545,Meeting with the Canadian Heritage Deputy Minister,2020-03-10,2020-03-10,"Ottawa, Ontario, Canada",0.0,306.44,0.0,20.6,0.0,327.04,ANQ945962
64546,Local expenses for 2019-2020.,2019-04-01,2020-03-31,"Montréal, Quebec, Canada",0.0,67.5,0.0,0.0,0.0,67.5,ANQ931379
64547,Chief Financial Officers Conference for all departments ,2019-10-01,2019-10-01,"Ottawa, Ontario, Canada",0.0,310.94,0.0,0.0,0.0,310.94,ANQ913352
64548,"Meeting with Receiver General, Treasury Board Secretariat and Heritage Canada ",2020-01-22,2020-01-22,"Ottawa, Ontario, Canada",0.0,317.85,0.0,20.6,0.0,338.45,ANQ945878
64552,"Meetings of the the Board of Trustees and Ethics, Governance & HR Committee.",2020-02-26,2020-02-28,"Montréal, Quebec, Canada",500.52,601.14,440.3,162.4,0.0,1704.36,ANQ917526
64556, Local expenses for September 2020.,2020-09-01,2020-09-30,"Montréal, Quebec, Canada",0.0,123.7,0.0,0.0,0.0,123.7,1921000750
64557,Trip to Toronto for TIFF and NFB Toronto office visit.,2021-09-14,2021-09-15,"Toronto, Ontario,canada",596.63,131.67,233.86,171.9,339.0,1473.06,ANU626497
64558,Hommage to Alanis Obomsawin at TIFF work meetings. ,2021-09-14,2021-09-15,"Toronto, Ontario, Canada",542.39,120.0,257.37,116.2,52.32,1088.28,ANQ951827
64559, Local expenses for July to October 2021.,2021-07-01,2021-10-31,"Montréal, Quebec, Canada",0.0,37.5,0.0,0.0,0.0,37.5,ANQ925370
64562,Trip to Toronto for Draw Me Close experience.,2021-11-02,2021-11-03,"Toronto, Ontario, Canada",0.0,363.93,233.86,183.55,0.0,781.34,ANU650496
64563,"Meetings of the Ethics, Governance & HR Committee and the Board of Trustees.",2021-10-04,2021-10-06,"Montréal, Quebec, Canada",0.0,267.3,327.02,148.7,0.0,743.02,ANQ904383
64564,"Meetings of the Ethics, Governance & HR Committee and the Board of Trustees.",2021-10-04,2021-10-07,"Montréal, Quebec, Canada",0.0,1000.86,332.26,223.3,0.0,1556.42,ANQ962998
64565,"Meetings of the Ethics, Governance & HR Committee and the Board of Trustees.",2021-10-04,2021-10-06,"Montréal, Quebec, Canada",699.66,173.59,326.51,201.7,0.0,1401.46,ANQ990455
64566,"Meetings of the Ethics, Governance & HR Committee and the Board of Trustees.",2021-12-07,2021-12-09,"Montréal, Quebec, Canada",0.0,1023.98,567.66,266.25,0.0,1857.89,ANQ992845
64567,Watch Party event for the Governor General's performing Arts Awards.,2021-11-27,2021-11-28,"Ottawa, Ontario, Canada",0.0,267.29,0.0,0.0,0.0,267.29,ANQ939561
64568,Local expenses for November and December 2021.,2021-11-01,2021-12-31,"Montréal, Quebec, Canada",0.0,13.0,0.0,0.0,0.0,13.0,ANQ925370
64570,Participation in Mosquers Film Festival panel.,2022-03-10,2022-03-12,"Edmonton, Alberta, Canada",905.56,237.0,0.0,130.8,0.0,1273.36,ANQ983980
64573,Trip to Ottawa for a work meeting.,2022-03-28,2022-03-28,"Ottawa, Ontario, Canada",0.0,205.7,0.0,0.0,0.0,205.7,ANQ928697
64577,Meeting with Ontario Studio.,2022-04-12,2022-04-14,"Toronto, Ontario, Canada",614.82,135.15,420.72,281.05,0.0,1451.74,ANU647588
64580,Local expenses for April 2022.,2022-04-23,2022-03-24,"Montréal, Quebec, Canada",0.0,0.0,0.0,0.0,12.0,12.0,ANQ905881
64583,"National Culture Summit: The Future of Arts, Culture and Heritage in Canada",2022-05-02,2022-05-04,"Ottawa, Ontario, Canada",0.0,252.84,538.24,154.95,0.0,946.03,ANQ936805
64584,Reel Asian's Fire Horse Award VIP luncheon,2022-05-31,2022-05-31,"Toronto, Ontario, Canada",551.73,115.0,0.0,54.4,0.0,721.13,ANQ928332
64586,Visite Studio  en Colombie Britanique,2022-05-01,2022-05-05,"Vancouver, British Columbia, Canada",1201.57,170.21,912.99,534.7,0.0,2819.47,ANU621057
64588,Governor General's Performing Arts Award (GGPAA),2022-05-26,2022-05-29,"Ottawa, Ontario, Canada",0.0,315.55,0.0,161.9,0.0,477.45,ANQ984133
64589,Travel to Toronto for final interviews for Executive Producer Studio Ontario,2022-07-11,2022-07-11,"Toronto, Ontario, Canada",1260.98,10.64,561.74,172.25,0.0,2005.61,ANU691851
64590,Meetings of the Finance & Audit Committee and the Board of Trustees.,2022-07-06,2022-07-08,"Montréal, Quebec, Canada",0.0,303.88,630.7,219.05,0.0,1153.63,ANQ959794 
64591,Meetings of the Finance & Audit Committee and the Board of Trustees.,2022-07-05,2022-07-08,"Montréal, Quebec, Canada",1040.85,176.06,1088.85,251.05,0.0,2556.81,ANQ956543
64593,Local expenses - August to October 2022.,2022-08-01,2022-10-31,"Montréal, Quebec, Canada",0.0,74.37,0.0,0.0,0.0,74.37,1923001612
64594,Telefim Canada Members's Assembly. NFB studio visit. Staff meeting.,2022-09-18,2022-09-22,"Halifax, Nova Scotia, Canada",581.57,270.6,1121.4,473.1,0.0,2446.67,1923001472
64595,NFB Board of Trustees Meeting,2022-09-26,2022-09-29,"Vancouver,british Columbia, Canada",893.9,84.55,1124.46,320.25,0.0,2423.16,1923001470
64596,NFB Board of Trustees Meeting,2022-09-26,2022-09-29,"Vancouver,british Columbia, Canada",893.9,90.85,1124.46,320.25,0.0,2429.46,1923001508
64597,Meeting - Toronto Studio ,2022-10-20,2022-10-21,"Toronto, Ontario, Canada",307.84,104.28,233.86,216.7,0.0,862.68,1923001579
64598,NFB Board of Trustees Meeting,2022-09-26,2022-09-29,"Vancouver,british Columbia, Canada",1000.14,152.42,1124.46,302.95,0.0,2579.97,1923001441
64599,Local expenses - September 2022.,2022-09-01,2022-09-30,"Montréal, Quebec, Canada",0.0,102.07,0.0,0.0,0.0,102.07,1923001427
64600,Executive producers and producers retreat,2022-09-06,2022-09-08,"Toronto, Ontario, Canada",440.84,80.34,608.76,209.35,0.0,1339.29,1923001424
64601,TIFF -  Toronto International Film Festival,2022-09-08,2022-09-13,"Toronto, Ontario, Canada",40.0,84.54,1521.9,574.15,694.95,2915.54,1923001379 (Other expenses : Conference Fees)
